Date,Tweets
2019-02-11 07:24:32,#CathayPacific #國泰航空公司 | #CathayPacificAirways #OriginalSeries #FoodCulture adventuring in #Taipei #MustEatDishes #FoodItinerary – featuring photographer @PhoebeMiu https://t.co/ggIQJqjh1T https://t.co/O9jNPUrZBu
2019-02-11 07:27:24,Beautiful colour palette displayed on this @AirAsia A320 while approaching @PerthAirport 👌  Credit: @aviationperth (Instagram) #airasia #airbus #colourful #perth @Airbus #aviation https://t.co/lbpv3YxK5h
2019-02-11 07:39:05,Be aware of scams! #AirAsia https://t.co/sHgrY17yPE
2019-02-11 07:42:36,eyes on who? if..  #socialmedia #digitalmarketing #contentmarketing #qanonsense #startup #SEO #marketing #influencermarketing #tshirt #China #deeplearning #ai #machinelearning #bigdata #fintech #Trump #Trump2020 #BTSで妄想  #BIGBANG一番くじ #tshirtdesign #airasia #QAnon #BIGBANG https://t.co/31ePdPSDyk
2019-02-11 07:43:54,#Easyjet has launched an Augmented Reality Application that allows Clients to scan their hand luggages for size at home. #digitaltransformation #airlines https://t.co/iKwJAeyIGH
2019-02-11 07:53:11,I was so disappointed for my first flight with you I can't even believe it one girl from the cabin crew was so rude for no reason ignoring us like we didn't exist she didnt apologize and after an email still nothing except thank you for your feedback... #etihadairways
2019-02-11 07:53:47,@vivekagnihotri @jetairways Am wondering what to do with my upcoming travel bookings with #jetairways. Would like to cancel and make alternate arrangements but they will charge me for cancellation although they themselves can cancel at the last minute. Stuck between a rock and hard place! Any suggestions?
2019-02-11 07:57:56,Fuck airasia punya delay! Dari jam 12 til now! airasia it’s fucking suck! #ak0332 flight #airasia
2019-02-11 08:00:01,One of @SingaporeAir @Airbus A359's showing off her stunning wingtip as she departs @manairport #avgeek #aviation #A350 #airbus @AirbusintheUK #singaporeairlines #flymanchester @A350Blog @A350_Production @A350fans https://t.co/WaFzcttfvb
2019-02-11 08:04:54,"An #AirIndia Express flight from #Muscat was forced to return after takeoff, after passengers complained of nosebleeds and ear pain. Details here: https://t.co/ZDJrOguFo6"
2019-02-11 08:06:05,This is heights. #spicejet i have faced similar problems. There customer service is soo poor. https://t.co/1Rc6oiym4H
2019-02-11 08:06:20,Continued-2/2 @jetairways  I have not only beared high rates to book other flight but also an urgency which was not met .@IndiGo6E @flyspicejet @air#airlines #Shame #airline #jetairways #flight #nareshgoyal #vinaydube
2019-02-11 08:07:48,About to take #myfirstflight on a #airbusa380 #a380 #wanderlust #myfirsta380 #koreanair #seoul to #bangkok #jetsetlife @ Incheon International Airport Terminal 2 https://t.co/5i4DEzIlqU
2019-02-11 08:10:55,Virgin Australia Group Appoints New CEO and Managing Director #VirginAustralia https://t.co/lvByBvSJWN https://t.co/OreZ8W8HY9
2019-02-11 08:15:12,@flyspicejet is “ok to board” required when travelling to dubai on work-permit visa?  Pls respond since your customer service is not responding since past week. #spicejet #oktoboard
2019-02-11 08:20:58,Almost off!! #amsterdam #easyjet https://t.co/765MFXN4oU https://t.co/tyzX8YGfwo
2019-02-11 08:21:32,[ upchar ] RT KoreanAir_KE: Thank you for flying with Korean Air! 💙💙   #KoreanAir #BTSxGrammys #BTS https://t.co/7Tk0dHy6Gp
2019-02-11 08:23:41,‘Great People To Fly With’ #PakistanInternationalAirlines 🇵🇰  @Official_PIA #FlyPIA #Pakistan @Boeing https://t.co/oMWvyQwhqw
2019-02-11 08:26:38,#Lufthansa CityLine #CL1211 Euroairport Swiss (BSL) Frankfurt International Airport (FRA) #Flight Cancelled 11-02-2019 09:00 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 08:26:38,#Lufthansa #LH1211 Euroairport Swiss (BSL) Frankfurt International Airport (FRA) #Flight Cancelled 11-02-2019 09:00 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 08:27:40,#Indigo My elder sister having PNR IE2Z6Z lost her Medicines bag at GAU airport yesterday. Now she is suffering without medicine. Her bag should be sent to given address.
2019-02-11 08:30:00,#JETAIRWAYS - short jet - TradingView - https://t.co/eK7nAH8vwj
2019-02-11 08:34:21,Drunk pilot taken off American Airlines plane before take off https://t.co/sMO2NtYETf #WorldTravel #TravelNews #AmericanAirlines #Aviation #AviationNews #AllNipponAirways #JapanAirlines https://t.co/QPns1fg62Y
2019-02-11 08:37:54,My first second and third flights with #VirginAustralia were all taken in 2018. Here's what I thought!  All Aboard... Virgin Australia!   (airline review) https://t.co/laJMUIeFv2 via @WorldJourneys75
2019-02-11 08:40:36,@jetairways Thank you for arranging alternate flight. Hope this remains on schedule and there aren’t further cancellation. Just a suggestion to send a detailed email in case of cancellation. There was nothing mentioned about way forward. #JetAirways
2019-02-11 08:47:12,Jet Airways tops in Indian airline ‘product rating’ chart https://t.co/70Rr6rrQiX Mobile App https://t.co/RPIzC4hASO WhatsApp https://t.co/xnn2zL0JHR #JetAirways #Flight #Bus #Car #Ticket #Hotel #Tourism #Ticket #Issueticket https://t.co/q0PKv0UvLg
2019-02-11 08:50:00,#JETAIRWAYS - Shortng Jet airways below 240 for target of 160 - near term - TradingView - https://t.co/XDVEovDHE7
2019-02-11 08:50:07,Going to actively avoid @IndiGo6E due to their unhelpful customer experience. Would rather pay more then go through such trauma. Anyone else notice Indigo being super unhelpful when needed? #indigo
2019-02-11 08:57:36,Second title for Air India in 8 days!  #Kabaddi #AirIndia #BPCL #Raigad #Maharashtra   https://t.co/GWBrK1ho96
2019-02-11 09:04:34,Fly to Melbourne with Cathay Pacific 😍✈️ Book Before : 31st Mar 2019 Travel Before : 31st Dec 2019 #cathay #cathaypacific #melbourne #colombo #australia #srilanka #nkartravel #offer #ticket #airfare #fare #book #nkarbooking #specialfare #nkar #deal https://t.co/6gTWEZv9Ly https://t.co/8rKgKNraAp
2019-02-11 09:05:22,That #Airbus factory in Wales was hitting some rough air before even #Brexit.. would say its future is petty much over #A380 #Wales #Qantas https://t.co/wXlOkFQ8sg
2019-02-11 09:07:47,Sell #Jetairways: Sell #Jetairways at 222 sl 227 Target 212. ##Intraday The post Sell… https://t.co/UYxUyN8Tnf
2019-02-11 09:10:07,@qatarairways 787 8 departing for Doha from @cardiff_airport on 7/2/19 #qatarairways #doha #cardiffairport #walestotheworld #boeing #787dreamliner #planespotting #aviation #avgeek https://t.co/U9zO6wKcGD
2019-02-11 09:10:34,#Lufthansa #LH5262 Ensheim (SCN) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 11:15 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 09:10:35,#Lufthansa #LH5261 Franz Josef Strauss (MUC) Ensheim (SCN) #Flight Cancelled 11-02-2019 09:55 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 09:15:58,Japan Airlines Announces Nonstop Service to Bengaluru https://t.co/70Rr6rrQiX Mobile App https://t.co/RPIzC4hASO WhatsApp https://t.co/xnn2zL0JHR #JapanAirlines #Flight #Bus #Car #Ticket #Hotel #Tourism #Ticket #Issueticket https://t.co/7DoWY8mqOE
2019-02-11 09:23:20,"Virgin Atlantic to launch Tel Aviv, Israel, connections in September #TelAviv #Israel #VirginAtlantic  https://t.co/X5jBUitLrP"
2019-02-11 09:23:32,"We as an employee we can not work 5 days 11 hours and 2 offs. We do have our personal life, we have kids and we have family. #etihadairways #etihad_airways#etihad #طيران_الاتحاد"
2019-02-11 09:24:12,@Newmski Good morning Reece. I'm sorry to hear the issues you are encountering with the #skylink. multi-way temporary traffic lights at Long Eaton Green 🚦 These lights have been requested by @stwater. We are seeing delays to our #indigo #skylink &amp; #my15 services. Apologies for delays
2019-02-11 09:28:05,@Lewis_Sutton Morning Lewis. I'm sorry to hear the issues you are encountering with our #i4 &amp; #indigo. There are multi-way temporary traffic lights at Long Eaton Green 🚦 &amp; there is some in Spondon on Nottm Rd. Many apologies for the delays these are causing to your journey with us ~ James :-(
2019-02-11 09:29:30,"Technical Color Solution, which supplies a range of #technologies to the #textile sector has teamed up with #French textile machinery supplier #Sedo Engineering to produce pre-reduced liquid #indigo #dyes using an electrochemical process in #Pakistan. https://t.co/hkLzl34zMZ"
2019-02-11 09:30:54,Passengers from #Muscat suffer nose bleed on #AirIndia Express on Sunday.  @OmanAirports @airindiain  https://t.co/P2zZq6M0v0
2019-02-11 09:30:59,"The Australian Government, however, has been smuggling people - in orange lifeboats, in #ADF ships &amp; planes; on #Qantas flights, etc. #auspol https://t.co/lRA0EOcy8o"
2019-02-11 09:31:20,Mid air #ValentineDay’s offer on #JetAirways https://t.co/wufTGLDN3r #travel #travelnews #tourism https://t.co/xMAYycDwJY
2019-02-11 09:33:11,@jetairways when you cancel my flight shouldn’t you return my money on your own? Instead you put me into a system where no one answers the calls waiting for the time I give up and you just keep my money. Appalled at the service. #jetpriviledge #aviation #jetairways #stoopinglow https://t.co/q7UGI05oP1
2019-02-11 09:41:09,So very proud of my grandson. He is working towards becoming a pilot and is a maths whizz. Exciting watching his journey and I know that he will be a great role model for others #qantas #aeif #indigenouseducation #indigenousX https://t.co/E5gjuk1EuV
2019-02-11 09:42:03,"Beautiful wingspan #MondayMotivation Photo: @stuttgartairport Aircraft: Dornier Markur I Airport: Stuttgart (STR/EDDS) Reg: D-546 named ""Hyane""  Date: 1930s Status: Unknown Delivery: 1930s - #dornier #lufthansa #stuttgartairport #dorniermarkur #lufthansavintage #EDDS https://t.co/i1d7DOT2cQ"
2019-02-11 09:45:58,#SpiceJet -  Passenger Yields Up 8% Over Q3 FY2018; Average Fare Up 25% Over Q2 FY2019  Saw Record Passenger Load Factor Of 91.6% In Q3  Launched 54 New Flights Including Ten Under UDAN Scheme  'Macro Environment Has Improved Substantially' https://t.co/fXBJSoB9xI
2019-02-11 09:46:11,Virgin Atlantic Cargo eyes Tel Aviv daily boost from September https://t.co/5PaWqC2kFq #virginatlantic #Israel #TelAviv
2019-02-11 09:46:27,"Between Oct-Dec 2018, @flyspicejet has added 12 new planes – nine Boeing 737 MAX 8 aircraft &amp; 3 Q400s. #Spicejet has seven Boeing MAX &amp; one 737 freighter lined up for inductions during the last quarter of this financial year. #aviation #profit #avgeek #airlines #airports"
2019-02-11 09:46:37,The airports operator says AirAsia should stop making false claims and let the court decide on the matter.  #airasia #mahb https://t.co/Lipz3DPB1l
2019-02-11 09:47:48,"Despite the huge cost escalation in ATF &amp; exchange rate, @flyspicejet has done remarkably well thanks to our superior revenue performance, tight control on other costs and the continued confidence our passengers have shown in the airline - Ajay Singh, CMD #SpiceJet."
2019-02-11 09:49:05,Last week we flew with Amelia for the first time! Read all about our experience! #holiday #firstholiday #firstflight #easyjet #travelblogger #disneyblogger #disney #mummyblogger #motherduckdiaries https://t.co/FNIBpttqcr https://t.co/XuS46jKr1r
2019-02-11 09:49:05,Edit made by me! Song: free run by Chris Brown chrisbrownofficial #cbreezy #chrisbrown #teambreezy #indigo #indigoseason https://t.co/51GHpguobr
2019-02-11 09:50:07,"With a strong improvement in the macro cost environment and the increasing induction of the fuel efficient MAX aircraft, the outlook looks stronger than it has over the past year - Ajay Singh, CMD, @flyspicejet  #aviation #airlines #spicejet #results #profit"
2019-02-11 09:55:44,"#UK carrier #VirginAtlantic is commencing daily #TelAviv, #Israel- #London flights in September. Virgin Atlantic will inaugurate flights between Ben Gurion Airport and London Heathrow on 25 September 2019"
2019-02-11 09:57:34,#Spicejet has announced net profit of INR 55.1 Cr in Q3 FY18-19
2019-02-11 10:00:23,"Qatar Airways announced its latest Premium Companion offer, designed to enable passengers to experience how much more rewarding travel can be when experienced with family and friends. @qatarairways [https://t.co/Os9eHjYeAL] #Qatarairways #premiumcompanionoffer #hoteliermaldives https://t.co/UCOQ10knIs"
2019-02-11 10:01:37,@tushar_yes @flyspicejet No #SpiceJet from Nagpur to Pune/Goa/Hyderabad/Mumbai.. Not a single flight in so many years.. Reason? Unknown
2019-02-11 10:05:22,"Henrietta, our high rise, wide leg jean for women.  #LeeCooper #LeecooperTCC #selvedge #rawdenim #indigo #denim #jeans #denimporn #selvedgedenim #raw #denimhunters #denimstyle #denimlovers #LondonIsInOurJeans https://t.co/iLWFxdMNQV"
2019-02-11 10:10:40,"Where the hell is there VP chief of operations capt. Nikhil ved ? Who r u sleeping with now with capt. Shah gone ? Namrata Goyal ? That’s what I was told. Asshole u better resign. Cancellations r never due to real reasons, r they ? @jetairways #jetairways  https://t.co/DtMXiMLtG6"
2019-02-11 10:13:58,"#SpiceJet Q3: PAT At Rs 55.1 Cr vs Rs 240 Cr, Down 77% YoY  Revenue From Ops At Rs 2,382 Cr vs Rs 2,052 Cr, Up 16% YoY  Aircraft Lease Rental At Rs 343 Cr vs Rs 265 Cr YoY  @flyspicejet #EarningsEdge https://t.co/DSoerLKsaf"
2019-02-11 10:25:56,#AirAsia responds to MAHB letter of demand to retract and withdraw press statements https://t.co/MPdKaHCIiW
2019-02-11 10:29:59,"@flyspicejet Results: Between Oct-Dec 2018, airline added 12 new planes; nine @Boeing 737 MAX 8 aircraft &amp; 3 Q400s; #Spicejet has seven Boeing MAX &amp; one 737 freighter lined up for inductions during the last quarter of this financial year  #avgeek"
2019-02-11 10:30:57,#SpiceJet third-quarter profit plunges as #oil prices weigh https://t.co/NUxO6mEbpW #AviationSector #StockMarket #QuarterlyResult https://t.co/x46Kkzt5Mq
2019-02-11 10:35:03,"easyJet workspace is open plan, they believe this helps with the flat approach to working with each other https://t.co/nvRawFwW32 #easyJet #orange #companyculture https://t.co/mnfmCbTIw9"
2019-02-11 10:38:35,#Lufthansa CityLine #CL2341 Thalerhof (GRZ) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 10:40 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:38:35,#Lufthansa #LH2341 Thalerhof (GRZ) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 10:40 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:38:37,#Lufthansa CityLine #CL2340 Franz Josef Strauss (MUC) Thalerhof (GRZ) #Flight Cancelled 11-02-2019 09:10 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:40:03,"easyJet workspace is open plan, they believe this helps with the flat approach to working with each other https://t.co/CO3KWsFZvR #easyJet #orange #companyculture https://t.co/bdMQhpqxM6"
2019-02-11 10:42:43,Your staff could do with some Capacity building training. #AirIndia. There was only Chaos and Mess visible. Everyone only fretting and fuming! https://t.co/Jf8Mc1yw3F
2019-02-11 10:45:41,Five long easyJet flightdelays yesterday! Claim your compensation now! https://t.co/Op5820CJWN #EUclaim #easyJet #easyJetdelays #flightdelayed #compensation https://t.co/xYI1TqF1Bu
2019-02-11 10:46:34,#Lufthansa #LH1980 Franz Josef Strauss (MUC) Cologne/bonn (CGN) #Flight Cancelled 11-02-2019 07:45 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:34,#Lufthansa #LH2058 Franz Josef Strauss (MUC) Hamburg Airport (HAM) #Flight Cancelled 11-02-2019 08:00 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:35,#Lufthansa #LH2526 Franz Josef Strauss (MUC) Domodedovo (DME) #Flight Cancelled 11-02-2019 12:40 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:35,#Lufthansa #LH2090 Franz Josef Strauss (MUC) Hanover Airport (HAJ) #Flight Cancelled 11-02-2019 07:45 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:37,#Lufthansa #LH2192 Franz Josef Strauss (MUC) Berlin-tegel / Otto Lilienthal (TXL) #Flight Cancelled 11-02-2019 08:55 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:38,#Lufthansa #LH9500 Franz Josef Strauss (MUC) Milano Malpensa (MXP) #Flight Cancelled 11-02-2019 09:20 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:38,#Lufthansa #LH1688 Franz Josef Strauss (MUC) Prague Vaclav Havel Airport (PRG) #Flight Cancelled 11-02-2019 09:05 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:45,#Lufthansa #LH2091 Hanover Airport (HAJ) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 09:40 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:45,#Lufthansa #LH1981 Cologne/bonn (CGN) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 09:40 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:45,#Lufthansa CityLine #CL2403 Euroairport Swiss (BSL) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 07:05 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:49,#Lufthansa #LH1689 Prague Vaclav Havel Airport (PRG) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 10:30 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:51,#Lufthansa #LH2193 Berlin-tegel / Otto Lilienthal (TXL) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 10:45 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:46:53,#Lufthansa #LH2527 Domodedovo (DME) Franz Josef Strauss (MUC) #Flight Cancelled 11-02-2019 02:55 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here
2019-02-11 10:48:21,Preflight ritual commencing. It’s been a busy 10 days in Manila for CNY - back to work tomorrow! #TheatreGeek #ManilaCNY2019 #MoreFunInThePhilippines #cathaypacific @ Cathay Pacific First… https://t.co/6PPSlcrqob
2019-02-11 10:58:19,Mega plane Monday: One of Qantas’ last Rolls Royce powered Boeing 747-400’s (VH-OJS) waits at the gate for her next service... @qantas qantas_sydney #qantas sydneyairport boeinglovers… https://t.co/LCgX8VHPls
2019-02-11 11:00:50,"If the UK leaves the EU without a deal, airlines may have to prove EU ownership of 50% plus one share to continue flying between the union and the UK.  easyJet has now reached 49% EU ownership.   https://t.co/hjoi9mb3Cr  via @BBT_online   #businestravel #easyJet #brexit https://t.co/M2CAgeFsa9"
2019-02-11 11:08:36,"As good as it always is to travel, it’s even better to be heading home #FeelsLikeHome #Qantas #QF2 https://t.co/S60DKpkaDC"
2019-02-11 11:11:07,@flaviana.boni per Bric's e Qatar Airways #itravelbrics #QatarAirways #goingplacestogether https://t.co/m4kYqTFW0N
2019-02-11 11:11:46,Registration mistake turned back #NewZealand flight to #China  #AirNewZealand #JacindaArden #Beijing #HuaChunying  https://t.co/oMU9u4GuRl https://t.co/AqpwtYsVzP
2019-02-11 11:13:34,@KoreanAir_KE Our Boys Travel 70%-80% of the Year Know #KoreanAir always take care of our boys THANKS for all your Hard work!!! #TearItUpBTS @BTS_twt #BTS
2019-02-11 11:20:31,Enjoy the best in flight experience with Qatar Airways !!  Click here - https://t.co/rRzt7NbcFn  #QatarAirways #airways #QATAR #flights #flight #sale #offers  #MondayMorning #njnbg #TAEMIN #bfc530 #TAEMtation #UnitedStatesofAmerica https://t.co/7ADsdNSHSx
2019-02-11 11:21:46,#spicejet app con air space cheater!!!
2019-02-11 11:21:57,Want sеe me nude? Write me ▶ ▶ https://t.co/1XFc4PUgMc 😼  #seguimossumando #iberia  he went https://t.co/U3igwmi6eF
2019-02-11 11:25:05,#SpiceJet Q3 net profit plunges 77% to Rs 55.1 crore https://t.co/gjWvgi21gl https://t.co/N48qDSRv2F
2019-02-11 11:39:17,@qatarairways and Qatar Duty free will have special booths at the sponsors village to give tennis fans a taste of their world renowned five star experience   https://t.co/zXKiho40M4  #QDF #QatarAirways #tennis https://t.co/pz7mI14eAS
2019-02-11 11:40:42,Preflight ritual commencing. It’s been a busy 10 days in Manila for CNY - back to work tomorrow! #TheatreGeek #ManilaCNY2019 #MoreFunInThePhilippines #cathaypacific https://t.co/5VrB1RmVGw https://t.co/GmOXxV7A6k
2019-02-11 11:48:31,One last one 😂😂😂🌿💙 the steaming ... #indigo #bookbindingwithcass #thelansdownehouseofstencils #bettysbeautifullife #botanicalinks #shibori #workshop #glasgow… https://t.co/P5l2QZ6G00
2019-02-11 11:56:34,"#Lufthansa #LH6039 Bergen Airport, Flesland (BGO) Gardermoen (OSL) #Flight Cancelled 11-02-2019 10:10 Claim flight compensation - https://t.co/vjU6YKEM7j up to 600 € here"
2019-02-11 11:56:52,"Just to let you know that there are multi-way traffic signals in place at Long Eaton Green on A6005 Nottm Rd until Saturday 16th Feb. This may cause delays to our #skylinknottm, #indigo &amp; #my15. We apologies for any inconvenience this causes to your journey with us ~ James"
2019-02-11 12:02:20,#INDIGO #KICKS #OFF #FLASH #SALE WITH #CHEAP #DOMESTIC #FLIGHT #TICKETS FROM RS 899. #DETAILS #HERE https://t.co/TxDTcVvHMq
2019-02-11 12:21:07,#SpiceJet Q3 net profit plunges 77% to Rs 55 cr https://t.co/MpWKUHoctt https://t.co/nY0HkbmDUr
2019-02-11 12:21:23,"The budget airline hits back after the airport operator tells it to ""shut up or we sue"". #airasia #mahb https://t.co/TVKKc1atQf"
2019-02-11 12:22:56,AI passengers bleed from nose https://t.co/A65kQsNwNV #Karippur #AirIndiaExpress #AirIndia #nosebleed #Muscatbound #Karipurairport #kozhikkodemuscatflight #emergencylanding #FlightIX350 #Boeing787A #pressuredifference @aaiclcairport #calicutairport @AirIndia_assist
2019-02-11 12:25:29,The two metrics that really count in aviation. Essentially costs skyrocketed and revenues barely caught up. #SpiceJet https://t.co/ZGdOCc0Rc5
2019-02-11 12:25:47,"Wаnt sеe me nude? Dоn't be shy, write  -&gt;&gt;&gt; https://t.co/ho08ECymxC ☑  #cathaypacific #londoner  even to https://t.co/CHbyKRdeQI"
2019-02-11 12:28:53,"Air India Express passengers suffer nasal bleeding soon after flight takes off from Muscat | India News, The Indian Express https://t.co/MJ0eL5N4mg #airindia @airindiain @BoeingAirplanes @vizag_airport"
2019-02-11 12:30:03,@airindiain Why is Air India's service such worse ? my flight AI746 from Agartala was initially scheduled at 7.45pm then changed to 8.30pm now again rescheduled to 10pm....What the hell is this? #airindia
2019-02-11 12:43:07,Amazing Amex Offer: 20% Cashback on Indigo Airlines https://t.co/evkWaNi5Yh #AmexIndia #Indigo #AmexOffers https://t.co/V6e3jwvucD
2019-02-11 12:44:06,@maureenchuck1 @MichaelPascoe01 @Qantas @VirginAustralia @cathaypacific That’s just #ridiculous ... and #Cathaypacific provides way better #service too! #qantas #expensive #average #whybother
2019-02-11 12:46:20,"#SpiceJet's standalone net profit, which excludes results of its SpiceJet Merchandise and SpiceJet Technic businesses, fell to Rs 55.07 crore ($7.74 million) for the last three months of 2018 from Rs 240 crore a year earlier https://t.co/9l3lJaWGvw"
2019-02-11 12:50:55,#VirginAtlantic launches a new route from Heathrow to Tel Aviv https://t.co/b4LWqdA5Z0 via @jewishchron
2019-02-11 12:51:24,Okai.. but please not make me wait to long until I must confirm to CS about the progress cuz in my case cuz #AirAsia mistake.. tx https://t.co/aN4Hgkxoc9
2019-02-11 12:53:44,"Can you tell us where these pigs are? 🐷 We are giving away 10 #cathaypacific pigs, to celebrate Chinese New Year and the year of the pig! To win, simply Comment below where you think the piggies are taking a selfie Terms apply, please visit: https://t.co/tG5EAbGa16 #globetrotter https://t.co/FdkkvGJ3K8"
2019-02-11 12:54:28,“Injustice is relatively easy to bear; what sting is justice.” - H. L. Mencken  [#YearOfTolerance #MohamedBinZayed #Yusuffali_MA #YearofZayed #MBZ #AbuDhabi #UAE #PressTV #EtihadAirways #AJENews #Istanbul #Yemen #Qatar #Doha #NYTimes #JabirOrg #PopeFrancis #Vatican #UAEFraud] https://t.co/nmNILJZLXV
2019-02-11 12:59:27,"@jetairways Yes please, take your time to come up with some new excuse and blame on me.. #jetairways, #victimblaming #neverbookwithjetairways"
2019-02-11 13:03:59,"As a #FugitiveOffender of #UAE, the #CrownPrince of #AbuDhabi, you have the #SwordofDamocles hanging over your head at every moment! https://t.co/uMtQjNj3f2  #YearOfTolerance #MohamedBinZayed #Yusuffali_MA #YearofZayed #MBZ #AbuDhabi #UAE #PressTV #EtihadAirways #AJENews #NYTimes https://t.co/XioIVnRD64"
2019-02-11 13:05:52,Fly high with IoT !! 😍😍😎😎 #iot #internetofthings #planes #aircraft #virginatlantic #boeing787 #aeroplanes https://t.co/u5fmMIOtXV
2019-02-11 13:06:42,"Celebrating Lufthansa's 60th year in India! #FunFact #6  Lufthansa launched services to Mumbai 48 years ago with three flights a week in 1971. Today, with 14 flights a week, Mumbai has two flights every day –  an A350 to Munich and a B747-8 to Frankfurt. #Lufthansa #60YearInIndia https://t.co/mtewSgh17b"
2019-02-11 13:08:01,"Frill-free passenger carrier #SpiceJet reported 77% decline in net profit at Rs 55.1 crore for the quarter ended on December 31, 2018. The standalone net #profit for the same period last #fiscal was Rs 240 crore.  Photo: IANS https://t.co/bcTYVxNJxD"
2019-02-11 13:15:10,"#BusinessNews : Frill-free passenger carrier SpiceJet on Monday reported 77 per cent decline in net profit at Rs 55.1 crore for the quarter ended on December 31, 2018. #SpiceJet #USDollar #IndianRupee... https://t.co/mzMRnWPKDH"
2019-02-11 13:25:19,#CathayPacific introduces #airport yoga and joins airlines embracing wellness  https://t.co/lmvnms0AvR
2019-02-11 13:26:08,I don’t understand why people at Mumbai airport rush and lineup outside the boarding gates like they’re at Andheri station waiting for the Virar train. You HAVE a pre-decided seat reserved ! #airindia #mumbai #airtravel #FLIGHT
2019-02-11 13:27:18,Graft. --- ldfighters | @cagewarriors --- #teamthundercat | #ldfighters | #cagewarriors | #cw102 | #o2london | #indigo | #mma | #london | #exmouth | #exeter | #devon | #⚡🦁 https://t.co/w5WpolR8Ny
2019-02-11 13:31:36,"@UAEJudgments are so powerful, #UAEIndia can't cheat it forever! - Invest in @UAEJudgments!  #NYTimes #BBCWorld #CNNbrk #FoxNews #Reuters #CBSNews #NPRnews #UAEDebt #YearofZayed #Qatar #Saudi #GCC #Iran #AJEnglish #PressTV #EtihadAirways #JudgmentForSale #AllianceJudgmentRecovery https://t.co/tTYYxy8DBW"
2019-02-11 13:31:57,"@UAEJudgments are so powerful, #UAEIndia can't cheat it forever! - Invest in @UAEJudgments!  #NYTimes #BBCWorld #CNNbrk #FoxNews #Reuters #CBSNews #NPRnews #UAEDebt #YearofZayed #Qatar #Saudi #GCC #Iran #AJEnglish #PressTV #EtihadAirways #JudgmentForSale #AllianceJudgmentRecovery https://t.co/FaNYb7KKlz"
2019-02-11 13:32:12,"#CathayPacific #Airbus #A333 #A330 is seen stowing its gear as it departs for Hong Kong, regn: B-LAF #changiairport #airbuslovers #avgeek #aviation #airplane_pics #airplane_pictures… https://t.co/z1aTfJz7yp"
2019-02-11 13:32:18,"@UAEJudgments are so powerful, #UAEIndia can't cheat it forever! - Invest in @UAEJudgments!  #NYTimes #BBCWorld #CNNbrk #FoxNews #Reuters #CBSNews #NPRnews #UAEDebt #YearofZayed #Qatar #Saudi #GCC #Iran #AJEnglish #PressTV #EtihadAirways #JudgmentForSale #AllianceJudgmentRecovery https://t.co/jPu8HzqMf0"
2019-02-11 13:51:31,Alchemy... https://t.co/LmZ0Ut4SrG #hairtwins #spiritspeak #alchemy #prayer #spirituality #mysticsonthemat #crystallized #skull #chemistry #science #wednesday #vibes #kundalini #indigo #moonchild #vegan #Driver_Publishing_Classics #moonphases #consciousness #alchemist https://t.co/jWOzxV1OtC
2019-02-11 13:59:00,Read what I think could happen if Flybe was taken over by Virgin   #virginatlantic #flybe #aviation #avgeek   https://t.co/mu0GWpjMiX https://t.co/PF1j4FurWl
